Collectivite,type,population,score_sub,score_marches_pub,annee_score
COMMUNE DE CUELAS,COM,127.0,E,E,2024
COMMUNE DE LONGEVELLE,COM,127.0,E,E,2024
COMMUNE DE CHALETTE SUR VOIRE,COM,127.0,E,E,2024
COMMUNE DE BOISBRETEAU,COM,127.0,E,E,2024
COMMUNE DE RAIX,COM,127.0,E,E,2024
COMMUNE D'OUTINES,COM,127.0,E,E,2024
COMMUNE DE FRAIN,COM,127.0,E,C,2024
COMMUNE DE MONCEAUX LE COMTE,COM,127.0,E,E,2024
COMMUNE DE NOSSONCOURT,COM,127.0,E,E,2024
COMMUNE DE POURCHARESSES,COM,127.0,E,E,2024
COMMUNE DE LATRONCHE,COM,127.0,E,E,2024
COMMUNE DE ANTERRIEUX,COM,127.0,E,E,2024
COMMUNE DE LONGCHAMPS SUR AIRE,COM,127.0,E,E,2024
COMMUNE DE SAINT MARTIAL,COM,126.0,E,E,2024
COMMUNE DE CIVRY EN MONTAGNE,COM,126.0,E,E,2024
COMMUNE DE ARRAINCOURT,COM,126.0,E,E,2024
COMMUNE DE THIEPVAL,COM,126.0,E,E,2024
COMMUNE DE YVRENCHEUX,COM,126.0,E,E,2024
COMMUNE DE SAIRES,COM,126.0,E,E,2024
COMMUNE DE CHAMPIGNEUL SUR VENCE,COM,126.0,E,E,2024
COMMUNE DE BOSQUENTIN,COM,126.0,E,E,2024
COMMUNE DE CORNEVILLE LA FOUQUETIERE,COM,126.0,E,E,2024
COMMUNE DE CRASVILLE,COM,126.0,E,E,2024
COMMUNE DE MONTUSCLAT,COM,126.0,E,E,2024
COMMUNE DE HERPONT,COM,126.0,E,E,2024
COMMUNE DE CHAUMONT SUR AIRE,COM,126.0,E,E,2024
COMMUNE DE MOIREY  FLABAS CREPION,COM,126.0,E,E,2024
COMMUNE DE MORVILLE LES VIC,COM,126.0,E,E,2024
COMMUNE DE CHORANCHE,COM,126.0,E,E,2024
COMMUNE DE NONHIGNY,COM,126.0,E,E,2024
COMMUNE D URBISE,COM,126.0,E,E,2024
COMMUNE DE DOMPREMY,COM,126.0,E,E,2024
COMMUNE D'EPENSE,COM,126.0,E,E,2024
COMMUNE LES TROIS DOMAINES,COM,126.0,E,E,2024
COMMUNE DE VILLERS LE SEC,COM,126.0,E,E,2024
COMMUNE DE CHASNAY,COM,126.0,E,E,2024
COMMUNE DE PITTEFAUX,COM,126.0,E,E,2024
COMMUNE DE FORGES SUR MEUSE,COM,126.0,E,E,2024
COMMUNE DE SAINT JEAN SAINT GERVAIS,COM,126.0,E,E,2024
COMMUNE DE XOUSSE,COM,126.0,E,E,2024
COMMUNE DE JUVILLE,COM,126.0,E,E,2024
COMMUNE DE CROSEY-LE-PETIT,COM,126.0,E,E,2024
COMMUNE DE PREAUX BOCAGE,COM,126.0,E,E,2024
COMMUNE DE LA VILLENEUVE LES CHARLEVILLE,COM,126.0,E,E,2024
COMMUNE DE BOUHANS LES MONTBOZON,COM,126.0,E,E,2024
COMMUNE D ISSARLES,COM,126.0,E,C,2024
COMMUNE DE PONT ARCY,COM,126.0,E,E,2024
COMMUNE DE CHARMES,COM,126.0,E,E,2024
COMMUNE DE CHAZELET,COM,126.0,E,E,2024
COMMUNE DE CHAMBEZON,COM,126.0,E,E,2024
COMMUNE D ORVILLE,COM,126.0,E,E,2024
COMMUNE DE FOUCHERES AUX BOIS,COM,126.0,E,E,2024
COMMUNE DE LA CHAPELLE BALOUE,COM,126.0,E,E,2024
COMMUNE DE BONAC IRAZEIN,COM,126.0,E,E,2024
COMMUNE DE BOUVELLEMONT,COM,126.0,E,E,2024
COMMUNE DE LACAVE,COM,126.0,E,E,2024
COMMUNE D'AULNAY,COM,126.0,E,E,2024
COMMUNE DE MONTANCY,COM,126.0,E,E,2024
COMMUNE DE ALLEYRAC,COM,126.0,E,C,2024
COMMUNE DE COMBIERS,COM,126.0,E,E,2024
COMMUNE DE VERNE,COM,126.0,E,E,2024
COMMUNE D ESPAS,COM,126.0,E,E,2024
COMMUNE DE VIVIER SUR ARTAUT,COM,126.0,E,E,2024
COMMUNE DE IRLES,COM,126.0,E,E,2024
COMMUNE DE SOMME YEVRE,COM,126.0,E,E,2024
COMMUNE DE TAILLANCOURT,COM,126.0,E,E,2024
COMMUNE DE SAINT MARC A LOUBAUD,COM,126.0,E,E,2024
COMMUNE DE CARLENCAS-ET-LEVAS,COM,126.0,E,E,2024
COMMUNE DE POMAYROLS,COM,126.0,E,E,2024
COMMUNE DE SAINT MARTIN DE GOYNE,COM,126.0,E,E,2024
COMMUNE D'EPENANCOURT,COM,126.0,E,E,2024
COMMUNE DE TRAYES,COM,126.0,E,E,2024
COMMUNE VILLENEUVE ST VISTRE,COM,126.0,E,E,2024
COMMUNE DE ST MARCEL EN MURAT,COM,126.0,E,E,2024
COMMUNE DE COURPIAC,COM,126.0,E,E,2024
COMMUNE DE VILLAVARD,COM,126.0,E,C,2024
COMMUNE DE LOUVIE SOUBIRON,COM,125.0,E,C,2024
COMMUNE DE WAGNON,COM,125.0,E,E,2024
COMMUNE DE SAINTE FEYRE LA MONTAGNE,COM,125.0,E,E,2024
COMMUNE DE L'HOPITAL SAINT LIEFFROY,COM,125.0,E,E,2024
COMMUNE DE DONZAC,COM,125.0,E,E,2024
COMMUNE DE HANGARD,COM,125.0,E,E,2024
COMMUNE D'EQUEVILLEY,COM,125.0,E,E,2024
COMMUNE DE GARIES,COM,125.0,E,E,2024
COMMUNE DE SERVIGNEY,COM,125.0,E,E,2024
COMMUNE DE GUIZERIX,COM,125.0,E,E,2024
COMMUNE DE VELLEFRIE,COM,125.0,E,E,2024
COMMUNE DE REGNIERE ECLUSE,COM,125.0,E,E,2024
COMMUNE DE CRESPIN,COM,125.0,E,E,2024
COMMUNE DE MAISONCELLE,COM,125.0,E,E,2024
COMMUNE DE BOURG SOUS CHATELET,COM,125.0,E,E,2024
COMMUNE DE TURQUEVILLE,COM,125.0,E,E,2024
COMMUNE D'ETREPILLY,COM,125.0,E,E,2024
COMMUNE DE FERRAN,COM,125.0,E,E,2024
COMMUNE DE GENNES IVERGNY,COM,125.0,E,E,2024
COMMUNE DE CLEMENSAT,COM,125.0,E,E,2024
COMMUNE DE CRESSY OMENCOURT,COM,125.0,E,E,2024
COMMUNE DE CHAUDEYROLLES,COM,125.0,E,C,2024
COMMUNE DE BEAUFICEL,COM,125.0,E,E,2024
COMMUNE DE LAMAZERE,COM,125.0,E,E,2024
COMMUNE DE SAINT PIERRE LE BOST,COM,125.0,E,E,2024
COMMUNE DE BELMONT SAINTE FOI,COM,125.0,E,E,2024
COMMUNE D ILHAT,COM,125.0,E,E,2024
COMMUNE DE JAUNAC,COM,125.0,E,E,2024
COMMUNE DE SAUTEL,COM,125.0,E,E,2024
COMMUNE COMMARIN,COM,125.0,E,E,2024
COMMUNE DE CHALEY,COM,125.0,E,E,2024
COMMUNE D'AUDIGNICOURT,COM,125.0,E,E,2024
COMMUNE DE SAINT MARTIN DES LAIS,COM,125.0,E,E,2024
COMMUNE D'HERBEUVAL,COM,125.0,E,E,2024
COMMUNE DE SALON,COM,125.0,E,E,2024
COMMUNE DE BRABANT SUR MEUSE,COM,125.0,E,E,2024
COMMUNE DE MONTAGUT,COM,125.0,E,E,2024
COMMUNE DE SAINT LANNE,COM,125.0,E,E,2024
COMMUNE DE SAINT MARTIN DE BLAGNY,COM,125.0,E,E,2024
COMMUNE DE SAINT MENGE,COM,125.0,E,E,2024
COMMUNE DE SAINTE MARIE D ALVEY,COM,125.0,E,E,2024
COMMUNE DE VILLIERS LES HAUTS,COM,125.0,E,E,2024
COMMUNE D AZOLETTE,COM,125.0,E,E,2024
COMMUNE DE FRUCOURT,COM,125.0,E,E,2024
COMMUNE D'AZAT CHATENET,COM,125.0,E,E,2024
COMMUNE DE ROCHEBAUDIN,COM,125.0,E,E,2024
COMMUNE DE DISSANGIS,COM,125.0,E,E,2024
COMMUNE DE VILLAR-SAINT-ANSELME,COM,125.0,E,E,2024
COMMUNE DE PAROY,COM,125.0,E,C,2024
COMMUNE DE ROMAGNE SOUS LES COTES,COM,125.0,E,E,2024
COMMUNE DE LAMANCINE,COM,125.0,E,E,2024
COMMUNE DE VIVIERS,COM,125.0,E,E,2024
COMMUNE LA GARDE,COM,125.0,E,E,2024
COMMUNE DE LA SABOTTERIE,COM,125.0,E,E,2024
COMMUNE DE LES ANGLES SUR CORREZE,COM,125.0,E,E,2024
COMMUNE DE LUGNY,COM,125.0,E,E,2024
COMMUNE DE ROZOY BELLEVALLE,COM,125.0,E,E,2024
COMMUNE DE MELJAC,COM,124.0,E,E,2024
COMMUNE D ORTIPORIO,COM,124.0,E,E,2024
COMMUNE DE MONTFEY,COM,124.0,E,E,2024
COMMUNE DE VEYRIERES,COM,124.0,E,E,2024
COMMUNE DE MORTEMART,COM,124.0,E,C,2024
COMMUNE D'AVRAINVILLE,COM,124.0,E,E,2024
COMMUNE DE LIERVAL,COM,124.0,E,E,2024
COMMUNE DE LA GUILLERMIE,COM,124.0,E,E,2024
COMMUNE DE MAZAN-L ABBAYE,COM,124.0,E,C,2024
COMMUNE DE PRADIERES,COM,124.0,E,E,2024
COMMUNE DE FERRASSIERES,COM,124.0,E,E,2024
COMMUNE DE SAINT QUENTIN LES MARAIS,COM,124.0,E,E,2024
COMMUNE DE HAN LES JUVIGNY,COM,124.0,E,E,2024
COMMUNE DE GAZOST,COM,124.0,E,E,2024
COMMUNE DE CHAMPAUBERT,COM,124.0,E,E,2024
COMMUNE GARENTREVILLE,COM,124.0,E,E,2024
COMMUNE DE LA LANDE-CHASLES,COM,124.0,E,E,2024
COMMUNE DE SAINT GERMAIN DES BOIS,COM,124.0,E,E,2024
COMMUNE DE LE PIN,COM,124.0,E,C,2024
COMMUNE DE REGNEVELLE,COM,124.0,E,C,2024
COMMUNE DE FOISSY LES VEZELAY,COM,124.0,E,E,2024
COMMUNE DE CHERENCE,COM,124.0,E,E,2024
COMMUNE D ESCAUNETS,COM,124.0,E,E,2024
COMMUNE RUMONT,COM,124.0,E,E,2024
COMMUNE DE PAPLEUX,COM,124.0,E,E,2024
COMMUNE D'EGLISE NEUVE D'ISSAC,COM,124.0,E,E,2024
COMMUNE DE CHANCEAUX PRES LOCHES,COM,124.0,E,E,2024
COMMUNE DE MONTLAUZUN,COM,124.0,E,E,2024
COMMUNE DE SAINT MAURICE EN VALGODEMARD,COM,124.0,E,E,2024
COMMUNE DE LISSEUIL,COM,124.0,E,E,2024
COMMUNE DE BRESLE,COM,124.0,E,E,2024
COMMUNE DE BUXEUIL,COM,124.0,E,E,2024
COMMUNE DE BESSY,COM,124.0,E,E,2024
COMMUNE DE BLANOT,COM,124.0,E,E,2024
COMMUNE DE LIMBRASSAC,COM,124.0,E,E,2024
COMMUNE DE VEBRE,COM,124.0,E,E,2024
COMMUNE D ORE,COM,124.0,E,E,2024
COMMUNE DE ROMAIN,COM,124.0,E,E,2024
COMMUNE DE LES AUTELS VILLEVILLON,COM,124.0,E,C,2024
COMMUNE DE LE SOULIE,COM,124.0,E,E,2024
COMMUNE DE MESPLES,COM,124.0,E,E,2024
COMMUNE DE RANDEVILLERS,COM,124.0,E,E,2024
COMMUNE DE MALONS-ET-ELZE,COM,124.0,E,E,2024
COMMUNE DE LANLEFF,COM,124.0,E,E,2024
COMMUNE DE FROVILLE,COM,124.0,E,E,2024
COMMUNE DE BOUSSEVILLER,COM,124.0,E,E,2024
COMMUNE D'AUTHEUX,COM,124.0,E,E,2024
COMMUNE D'ERCOURT,COM,124.0,E,E,2024
COMMUNE DE COUBLANC,COM,124.0,E,E,2024
COMMUNE DE CHAMPNEUVILLE,COM,124.0,E,E,2024
COMMUNE DE SAINTE-LEOCADIE,COM,124.0,E,C,2024
COMMUNE DE BURNAND,COM,124.0,E,E,2024
COMMUNE DE BLEVES,COM,124.0,E,E,2024
COMMUNE DE FUSSEY,COM,124.0,E,E,2024
COMMUNE DE MELVE,COM,124.0,E,E,2024
COMMUNE D EOURRES,COM,124.0,E,E,2024
COMMUNE DE SAINT ANDEOL DE BERG,COM,124.0,E,E,2024
COMMUNE DE GOMMEVILLE,COM,124.0,E,E,2024
COMMUNE DE SAINT NIZIER SUR ARROUX,COM,124.0,E,E,2024
COMMUNE DE BERGANTY,COM,124.0,E,E,2024
COMMUNE DE ROSAY,COM,124.0,E,E,2024
COMMUNE D'ETREPY,COM,124.0,E,E,2024
COMMUNE DE GERMONVILLE,COM,124.0,E,E,2024
COMMUNE DE CHATILLON SUR OISE,COM,124.0,E,E,2024
COMMUNE DE MONAY,COM,124.0,E,E,2024
COMMUNE DE CHASTEL,COM,124.0,E,E,2024
COMMUNE DE VILLE EN WOEVRE,COM,124.0,E,E,2024
COMMUNE DE GUEBLING,COM,124.0,E,E,2024
COMMUNE DE LA MONSELIE,COM,123.0,E,E,2024
COMMUNE DE BECCAS,COM,123.0,E,E,2024
COMMUNE DE VILLEDOMAIN,COM,123.0,E,E,2024
COMMUNE DE CROUSEILLES,COM,123.0,E,E,2024
COMMUNE DE LAY LAMIDOU,COM,123.0,E,E,2024
COMMUNE DE LAFARE,COM,123.0,E,E,2024
COMMUNE DE TOLLAINCOURT,COM,123.0,E,E,2024
COMMUNE DE NOURRAY,COM,123.0,E,E,2024
COMMUNE DE SAULIAC SUR CELE,COM,123.0,E,E,2024
COMMUNE DE PRESILLY,COM,123.0,E,E,2024
COMMUNE DE BRENNES,COM,123.0,E,E,2024
COMMUNE DE RENAUVOID,COM,123.0,E,E,2024
COMMUNE DU PONTET,COM,123.0,E,E,2024
COMMUNE DE BERGOUEY VIELLENAVE,COM,123.0,E,E,2024
COMMUNE DE SAINT JULIEN LA GENESTE,COM,123.0,E,E,2024
COMMUNE DE CANVILLE LA ROCQUE,COM,123.0,E,E,2024
COMMUNE DE MONTAMBERT,COM,123.0,E,E,2024
COMMUNE DE MACHY,COM,123.0,E,E,2024
COMMUNE DE GILLANCOURT,COM,123.0,E,E,2024
COMMUNE DE LAPENNE,COM,123.0,E,E,2024
COMMUNE DE CLOYES SUR MARNE,COM,123.0,E,E,2024
COMMUNE DE ROUZIERS,COM,123.0,E,E,2024
COMMUNE D'AIZELLES,COM,123.0,E,E,2024
COMMUNE DE VENTOUSE,COM,123.0,E,E,2024
COMMUNE LA SERRE BUSSIERE VIEILLE,COM,123.0,E,E,2024
COMMUNE DE GENEY,COM,123.0,E,E,2024
COMMUNE DE POUY ROQUELAURE,COM,123.0,E,E,2024
COMMUNE DE MANO,COM,123.0,E,E,2024
COMMUNE DE SOUSTELLE,COM,123.0,E,E,2024
COMMUNE DE TROIS FONDS,COM,123.0,E,E,2024
COMMUNE D ESCOT,COM,123.0,E,E,2024
COMMUNE DE PYS,COM,123.0,E,E,2024
COMMUNE DE LARIVIERE ARNONCOURT,COM,123.0,E,E,2024
COMMUNE DE SAULX LES CHAMPLON,COM,123.0,E,E,2024
COMMUNE DE CHATENOIS,COM,123.0,E,E,2024
COMMUNE DE CADILLON,COM,123.0,E,E,2024
COMMUNE DE SAINT MERD LES OUSSINES,COM,123.0,E,E,2024
COMMUNE DE TOLLA,COM,123.0,E,C,2024
COMMUNE DE BEURIZOT,COM,123.0,E,E,2024
COMMUNE DE ROQUIAGUE,COM,123.0,E,C,2024
COMMUNE DE VERGRANNE,COM,123.0,E,E,2024
COMMUNE DE SAINT SYMPHORIEN DE MAHUN,COM,123.0,E,E,2024
COMMUNE DE CURAC,COM,123.0,E,E,2024
COMMUNE D OLMICCIA,COM,123.0,E,E,2024
COMMUNE D'AUTRECOURT SUR AIRE,COM,123.0,E,E,2024
COMMUNE DE HUILLIECOURT,COM,123.0,E,E,2024
COMMUNE DE BEAUMONT-LA-FERRIERE,COM,123.0,E,E,2024
COMMUNE D ESSERVAL TARTRE,COM,123.0,E,E,2024
COMMUNE DE LANCOME,COM,123.0,E,E,2024
COMMUNE DE LIGNON,COM,123.0,E,E,2024
COMMUNE DE SAINT OUEN LE BRISOULT,COM,123.0,E,E,2024
COMMUNE DE NEUVILLE SUR AILETTE,COM,123.0,E,E,2024
COMMUNE DE SAUMANE,COM,123.0,E,E,2024
COMMUNE DE BONNOEIL,COM,123.0,E,E,2024
COMMUNE DE MARILLET,COM,123.0,E,E,2024
COMMUNE D ALBIERES,COM,123.0,E,E,2024
COMMUNE DE SALLELES-CABARDES,COM,123.0,E,E,2024
COMMUNE DE MEAILLES,COM,122.0,E,E,2024
COMMUNE D'URVILLE,COM,122.0,E,E,2024
COMMUNE D'EYSSON,COM,122.0,E,E,2024
COMMUNE DE TREMOULET,COM,122.0,E,E,2024
COMMUNE DE PRENERON,COM,122.0,E,E,2024
COMMUNE DE MARTAINVILLE,COM,122.0,E,E,2024
COMMUNE DE SAINT SOUPLET SUR PY,COM,122.0,E,E,2024
COMMUNE DE BETONCOURT LES BROTTE,COM,122.0,E,E,2024
COMMUNE DE PUXE,COM,122.0,E,E,2024
COMMUNE DE CAYEUX EN SANTERRE,COM,122.0,E,E,2024
COMMUNE DE BUSSIERES,COM,122.0,E,E,2024
COMMUNE DE VANNE,COM,122.0,E,E,2024
COMMUNE D ASNAN,COM,122.0,E,E,2024
COMMUNE DE LATAULE,COM,122.0,E,C,2024
COMMUNE DE MONTENOISON,COM,122.0,E,E,2024
COMMUNE DE VIRARGUES,COM,122.0,E,E,2024
COMMUNE DE YVERNAUMONT,COM,122.0,E,E,2024
COMMUNE D ALOS,COM,122.0,E,E,2024
COMMUNE DE BOISSEI LA LANDE,COM,122.0,E,E,2024
COMMUNE DE TREMONT,COM,122.0,E,E,2024
COMMUNE DE TARDES,COM,122.0,E,E,2024
COMMUNE DE BETHONVILLIERS,COM,122.0,E,E,2024
COMMUNE D AGASSAC,COM,122.0,E,E,2024
COMMUNE DE VILLERS LE ROND,COM,122.0,E,E,2024
COMMUNE D EYGALIERS,COM,122.0,E,E,2024
COMMUNE DE MAGNY LA FOSSE,COM,122.0,E,E,2024
COMMUNE DE PEYRISSAC,COM,122.0,E,E,2024
COMMUNE DE CUSSY-LE-CHATEL,COM,122.0,E,E,2024
COMMUNE DE SAINT NICOLAS AUX BOIS,COM,122.0,E,E,2024
COMMUNE DE SAINT QUENTIN LE PETIT,COM,122.0,E,E,2024
COMMUNE DE FLAGEY-RIGNEY,COM,122.0,E,E,2024
COMMUNE DE MENETREOLS SOUS VATAN,COM,122.0,E,E,2024
COMMUNE DE SAINT LEGER,COM,122.0,E,E,2024
COMMUNE DE GRANDVAL,COM,122.0,E,E,2024
COMMUNE DE BALIRACQ MAUMUSSON,COM,122.0,E,E,2024
COMMUNE DE GAILLAGOS,COM,122.0,E,E,2024
COMMUNE DE LE TERTRE SAINT DENIS,COM,122.0,E,E,2024
COMMUNE DE BASSIGNEY,COM,122.0,E,E,2024
COMMUNE VILLERS CHEMIN MONT ETRELLES,COM,122.0,E,E,2024
COMMUNE DE MONTAUT,COM,122.0,E,E,2024
COMMUNE DE BEYNES,COM,122.0,E,E,2024
COMMUNE DE ROUGON,COM,122.0,E,C,2024
COMMUNE LE SAIX,COM,122.0,E,E,2024
COMMUNE LES VALLOIS,COM,122.0,E,C,2024
COMMUNE DE CROUZET MIGETTE,COM,122.0,E,C,2024
COMMUNE DE SAINT GERMAIN DE PASQUIER,COM,122.0,E,E,2024
COMMUNE DE LE VEY,COM,122.0,E,E,2024
COMMUNE DE LUSIGNY SUR OUCHE,COM,122.0,E,E,2024
COMMUNE DE MONTAUBAN SUR L OUVEZE,COM,122.0,E,E,2024
COMMUNE DE MILLIERES,COM,122.0,E,E,2024
COMMUNE DE BORS,COM,121.0,E,E,2024
COMMUNE D'ALLEMANCHE LAUNAY ET SOYER,COM,121.0,E,E,2024
COMMUNE DE MANDRES EN BARROIS,COM,121.0,E,E,2024
COMMUNE DE NALZEN,COM,121.0,E,E,2024
COMMUNE DE CASTELNER,COM,121.0,E,E,2024
COMMUNE DE SAINT SAUVEUR DE PIERREPONT,COM,121.0,E,E,2024
COMMUNE DE LE VICEL,COM,121.0,E,E,2024
COMMUNE DE BANNES,COM,121.0,E,E,2024
COMMUNE DE SAULVAUX,COM,121.0,E,E,2024
COMMUNE DE VERLUS,COM,121.0,E,E,2024
COMMUNE DE CHADENET,COM,121.0,E,E,2024
COMMUNE DE THONNANCE LES MOULINS,COM,121.0,E,E,2024
COMMUNE DE CHAMPIGNY SOUS VARENNES,COM,121.0,E,E,2024
COMMUNE DE THONNELLE,COM,121.0,E,E,2024
COMMUNE D ANDILLAC,COM,121.0,E,E,2024
COMMUNE DE BEAUMONT SARDOLLES,COM,121.0,E,E,2024
COMMUNE DE CORBON,COM,121.0,E,E,2024
COMMUNE DE MESNIL FOLLEMPRISE,COM,121.0,E,E,2024
COMMUNE DE BERTREVILLE,COM,121.0,E,E,2024
COMMUNE DE DOMBASLE EN XAINTOIS,COM,121.0,E,E,2024
COMMUNE D ILHET,COM,121.0,E,E,2024
COMMUNE DE TOTAINVILLE,COM,121.0,E,E,2024
COMMUNE DE MEHOUDIN,COM,121.0,E,E,2024
COMMUNE ST MARTIN EN GATINOIS,COM,121.0,E,E,2024
COMMUNE DE SAINT TRINIT,COM,121.0,E,E,2024
COMMUNE DE VAUTEBIS,COM,121.0,E,E,2024
COMMUNE DE MONTGAUCH,COM,121.0,E,E,2024
COMMUNE DE LA MAGDELEINE,COM,121.0,E,E,2024
COMMUNE D'AUGERES,COM,121.0,E,E,2024
COMMUNE DE VERNEIGES,COM,121.0,E,E,2024
COMMUNE DE SECHIN,COM,121.0,E,E,2024
COMMUNE DE VOISCREVILLE,COM,121.0,E,E,2024
COMMUNE DE PEBRAC,COM,121.0,E,C,2024
COMMUNE DE BIONVILLE,COM,121.0,E,E,2024
COMMUNE D'AVOCOURT,COM,121.0,E,E,2024
COMMUNE D AINCILLE,COM,121.0,E,E,2024
COMMUNE DE MASCARRAAS HARON,COM,121.0,E,E,2024
COMMUNE DE JUSTIAN,COM,121.0,E,E,2024
COMMUNE DE SAINTE CROIX DE VERDON,COM,121.0,E,E,2024
COMMUNE DE CHANOY,COM,121.0,E,E,2024
COMMUNE DE TRUGNY,COM,121.0,E,E,2024
COMMUNE DE MENIL ANNELLES,COM,121.0,E,E,2024
COMMUNE DE ROUFFIAC,COM,121.0,E,E,2024
COMMUNE D'URVAL,COM,121.0,E,E,2024
COMMUNE D ARTIX,COM,121.0,E,E,2024
COMMUNE DE SILLAS,COM,121.0,E,E,2024
COMMUNE ROUBION,COM,121.0,E,E,2024
COMMUNE DE MANSO,COM,121.0,E,E,2024
COMMUNE DE CLERMONT DE BEAUREGARD,COM,121.0,E,E,2024
COMMUNE DE BAILLESTAVY,COM,121.0,E,E,2024
COMMUNE DE VAUPOISSON,COM,121.0,E,E,2024
COMMUNE DE LUCY SUR YONNE,COM,121.0,E,E,2024
COMMUNE DE FRANCALMONT,COM,121.0,E,E,2024
COMMUNE DE FONTAINES EN DUESMOIS,COM,121.0,E,E,2024
COMMUNE D ARCIZANS DESSUS,COM,121.0,E,E,2024
COMMUNE DE PORTA,COM,121.0,E,E,2024
COMMUNE DE SAINT JULIEN LE PELERIN,COM,121.0,E,E,2024
COMMUNE DE THUREY LE MONT,COM,121.0,E,E,2024
COMMUNE DE SILLY LA POTERIE,COM,121.0,E,E,2024
COMMUNE DE PLAVILLA,COM,121.0,E,E,2024
COMMUNE DE TAXENNE,COM,121.0,E,E,2024
COMMUNE DE VILLIERS EN BOIS,COM,121.0,E,E,2024
COMMUNE DE VAUBEXY,COM,121.0,E,E,2024
COMMUNE DE COINCOURT,COM,121.0,E,E,2024
COMMUNE DE SCHERLENHEIM,COM,121.0,E,E,2024
COMMUNE DE GIROUX,COM,121.0,E,E,2024
COMMUNE DE APREMONT,COM,121.0,E,E,2024
COMMUNE DE CHANGY,COM,121.0,E,E,2024
COMMUNE DE BIENCOURT SUR ORGE,COM,121.0,E,E,2024
COMMUNE DE BURLIONCOURT,COM,121.0,E,E,2024
COMMUNE D'ENGLANCOURT,COM,120.0,E,E,2024
COMMUNE DE THIL,COM,120.0,E,E,2024
COMMUNE DE GARTEMPE,COM,120.0,E,E,2024
COMMUNE DE VENDELLES,COM,120.0,E,E,2024
COMMUNE DE MONTCHEUTIN,COM,120.0,E,E,2024
COMMUNE D ALBIES,COM,120.0,E,E,2024
COMMUNE DE SAINT HILAIRE D ESTISSAC,COM,120.0,E,C,2024
COMMUNE DE LAVIEU,COM,120.0,E,E,2024
COMMUNE DE MARGUERAY,COM,120.0,E,E,2024
COMMUNE DE LALANNE TRIE,COM,120.0,E,E,2024
COMMUNE DE BURGY,COM,120.0,E,E,2024
COMMUNE DE SAINT-JULIEN-DES-POINTS,COM,120.0,E,E,2024
COMMUNE DE BILLY LE GRAND,COM,120.0,E,E,2024
COMMUNE DE DELUT,COM,120.0,E,E,2024
COMMUNE DE LIEDERSCHIEDT,COM,120.0,E,E,2024
COMMUNE DE SAINT AMAND,COM,120.0,E,E,2024
COMMUNE DE LIZOS,COM,120.0,E,E,2024
COMMUNE DE FONTPEDROUSE,COM,120.0,E,E,2024
COMMUNE DE JONVELLE,COM,120.0,E,E,2024
COMMUNE DE LOISON,COM,120.0,E,E,2024
COMMUNE DE CONTALMAISON,COM,120.0,E,E,2024
COMMUNE DE COURCELLES,COM,120.0,E,E,2024
COMMUNE DE DAMPVALLEY LES COLOMBE,COM,120.0,E,E,2024
COMMUNE DE MONTJUSTIN ET VELOTTE,COM,120.0,E,E,2024
COMMUNE DE CONTREGLISE,COM,120.0,E,E,2024
COMMUNE DE SELIGNE,COM,120.0,E,E,2024
COMMUNE DE BELBEZE EN COMMINGES,COM,120.0,E,E,2024
COMMUNE DE BEAUMONT,COM,120.0,E,E,2024
COMMUNE DE METIGNY,COM,120.0,E,E,2024
COMMUNE DE RANCONNIERES,COM,120.0,E,E,2024
COMMUNE D ASCOU,COM,120.0,E,E,2024
COMMUNE DE SENARENS,COM,120.0,E,E,2024
COMMUNE DE BELFLOU,COM,120.0,E,E,2024
COMMUNE DE MONTVERT,COM,120.0,E,E,2024
COMMUNE DE LA BUXERETTE,COM,120.0,E,E,2024
COMMUNE DE MIGNY,COM,120.0,E,E,2024
COMMUNE DE LEMPIRE,COM,120.0,E,E,2024
COMMUNE DE SAINT BONNET DE CONDAT,COM,120.0,E,E,2024
COMMUNE DE MANSES,COM,120.0,E,E,2024
COMMUNE DE LA CHAPELLE HARENG,COM,120.0,E,E,2024
COMMUNE DE PELLEFIGUE,COM,120.0,E,E,2024
COMMUNE DE SAINT JULIEN LE ROUX,COM,120.0,E,E,2024
COMMUNE DE LADIVILLE,COM,120.0,E,E,2024
COMMUNE DE SAINT ANDEUX,COM,120.0,E,E,2024
COMMUNE DE SAINTE-CAMELLE,COM,120.0,E,E,2024
COMMUNE DE JEU MALOCHES,COM,120.0,E,E,2024
COMMUNE DE SAINTE AGATHE EN DONZY,COM,120.0,E,E,2024
COMMUNE DE MACHECOURT,COM,120.0,E,E,2024
COMMUNE DE FOURNAUDIN,COM,120.0,E,E,2024
COMMUNE DE GRIMAULT,COM,120.0,E,E,2024
COMMUNE DE BOISSEUILH,COM,120.0,E,E,2024
COMMUNE DE GOUHELANS,COM,120.0,E,E,2024
COMMUNE DE JUVANCOURT,COM,120.0,E,E,2024
COMMUNE DE LE FALGOUX,COM,120.0,E,C,2024
COMMUNE DE COURMONT,COM,120.0,E,E,2024
COMMUNE LES DEUX-FAYS,COM,120.0,E,E,2024
COMMUNE DE LEZEVILLE,COM,120.0,E,E,2024
COMMUNE DE TOURY SUR JOUR,COM,120.0,E,E,2024
COMMUNE DE PRESAILLES,COM,120.0,E,C,2024
COMMUNE DE RHODON,COM,120.0,E,E,2024
COMMUNE DE GIZAUCOURT,COM,120.0,E,E,2024
